,name,party,photoUrl,office,office_city,state,phone_number,website,email,twitter,facebook
552,Patty Murray,Democratic Party,http://bioguide.congress.gov/bioguide/photo/M/M001111.jpg,U.S. Senator,Washington,Washington,(202) 224-2621,https://www.murray.senate.gov/public/,,PattyMurray,pattymurray
553,Maria Cantwell,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C000127.jpg,U.S. Senator,Washington,Washington,(202) 224-3441,https://www.cantwell.senate.gov/,,SenatorCantwell,senatorcantwell
554,Marilyn Strickland,Democratic Party,,U.S. Representative,Washington,Washington,(202) 225-9740,https://strickland.house.gov/,,RepStricklandWA,RepStricklandWA
555,Adam Smith,Democratic Party,http://bioguide.congress.gov/bioguide/photo/S/S000510.jpg,U.S. Representative,Washington,Washington,(202) 225-8901,https://adamsmith.house.gov/,,RepAdamSmith,RepAdamSmith
556,Derek Kilmer,Democratic Party,http://bioguide.congress.gov/bioguide/photo/K/K000381.jpg,U.S. Representative,Washington,Washington,(202) 225-5916,https://kilmer.house.gov/,,RepDerekKilmer,derek.kilmer
557,Cathy McMorris Rodgers,Republican Party,http://bioguide.congress.gov/bioguide/photo/M/M001159.jpg,U.S. Representative,Washington,Washington,(202) 225-2006,https://mcmorris.house.gov/,,cathymcmorris,mcmorrisrodgers
558,Kim Schrier,Democratic Party,,U.S. Representative,Washington,Washington,(202) 225-7761,https://schrier.house.gov/,,RepKimSchrier,RepKimSchrier
559,Pramila Jayapal,Democratic Party,https://jayapal.house.gov/sites/jayapal.house.gov/files/wysiwyg_uploaded/Official%20Photo_2017.03.10%20-%20Copy.jpg,U.S. Representative,Washington,Washington,(202) 225-3106,https://jayapal.house.gov/,,RepJayapal,RepJayapal
560,Rick Larsen,Democratic Party,http://bioguide.congress.gov/bioguide/photo/L/L000560.jpg,U.S. Representative,Washington,Washington,(202) 225-2605,https://larsen.house.gov/,,RepRickLarsen,RepRickLarsen
561,Suzan DelBene,Democratic Party,http://bioguide.congress.gov/bioguide/photo/D/D000617.jpg,U.S. Representative,Washington,Washington,(202) 225-6311,https://delbene.house.gov/,,RepDelBene,RepDelBene
562,Dan Newhouse,Republican Party,http://bioguide.congress.gov/bioguide/photo/N/N000189.jpg,U.S. Representative,Washington,Washington,(202) 225-5816,https://newhouse.house.gov/,,RepNewhouse,RepNewhouse
563,Jaime Herrera Beutler,Republican Party,http://bioguide.congress.gov/bioguide/photo/H/H001056.jpg,U.S. Representative,Washington,Washington,(202) 225-3536,https://jhb.house.gov/,,HerreraBeutler,herrerabeutler
564,Jay Inslee,Democratic Party,http://www.governor.wa.gov/sites/default/files/images/720px-for-web_0.jpg,Governor of Washington,Olympia,Washington,(360) 902-4111,https://www.governor.wa.gov/,Governor.JayInslee@governor.wa.gov,GovInslee,WaStateGov
565,Joe Manchin III,Democratic Party,http://bioguide.congress.gov/bioguide/photo/M/M001183.jpg,U.S. Senator,Washington,West Virginia,(202) 224-3954,https://www.manchin.senate.gov/,,Sen_JoeManchin,JoeManchinIII
566,Shelley Moore Capito,Republican Party,http://bioguide.congress.gov/bioguide/photo/C/C001047.jpg,U.S. Senator,Washington,West Virginia,(202) 224-6472,https://www.capito.senate.gov/,,SenCapito,senshelley
567,Carol D. Miller,Republican Party,,U.S. Representative,Washington,West Virginia,(202) 225-3452,https://miller.house.gov/,,RepCarolMiller,RepCarolMiller
568,Alexander X. Mooney,Republican Party,,U.S. Representative,Washington,West Virginia,(202) 225-2711,https://mooney.house.gov/,,RepAlexMooney,CongressmanAlexMooney
569,David B. McKinley,Republican Party,http://bioguide.congress.gov/bioguide/photo/M/M001180.jpg,U.S. Representative,Washington,West Virginia,(202) 225-4172,https://mckinley.house.gov/,,RepMcKinley,RepMcKinley
570,Jim Justice,Republican Party,http://www.governor.wv.gov/images/official-portrait.jpg,Governor of West Virginia,Charleston,West Virginia,(304) 558-2000,https://governor.wv.gov/,,WVGovernor,WVGovernor
571,Tammy Baldwin,Democratic Party,http://bioguide.congress.gov/bioguide/photo/B/B001230.jpg,U.S. Senator,Washington,Wisconsin,(202) 224-5653,https://www.baldwin.senate.gov/,,SenatorBaldwin,senatortammybaldwin
572,Ron Johnson,Republican Party,http://bioguide.congress.gov/bioguide/photo/J/J000293.jpg,U.S. Senator,Washington,Wisconsin,(202) 224-5323,https://www.ronjohnson.senate.gov/,,SenRonJohnson,senronjohnson
573,Scott Fitzgerald,Republican Party,,U.S. Representative,Washington,Wisconsin,(202) 225-5101,https://fitzgerald.house.gov/,,,
574,Glenn Grothman,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000576.jpg,U.S. Representative,Washington,Wisconsin,(202) 225-2476,https://grothman.house.gov/,,RepGrothman,RepGrothman
575,Thomas P. Tiffany,Republican Party,,U.S. Representative,Washington,Wisconsin,(202) 225-3365,https://tiffany.house.gov/,,RepTiffany,RepTiffany
576,Mike Gallagher,Republican Party,,U.S. Representative,Washington,Wisconsin,(202) 225-5665,https://gallagher.house.gov/,,RepGallagher,RepMikeGallagher
577,Bryan Steil,Republican Party,,U.S. Representative,Washington,Wisconsin,(202) 225-3031,https://steil.house.gov/,,RepBryanSteil,RepBryanSteil
578,Mark Pocan,Democratic Party,http://bioguide.congress.gov/bioguide/photo/P/P000607.jpg,U.S. Representative,Washington,Wisconsin,(202) 225-2906,https://pocan.house.gov/,,repmarkpocan,repmarkpocan
579,Ron Kind,Democratic Party,http://bioguide.congress.gov/bioguide/photo/K/K000188.jpg,U.S. Representative,Washington,Wisconsin,(202) 225-5506,https://kind.house.gov/,,RepRonKind,repronkind
580,Gwen Moore,Democratic Party,http://bioguide.congress.gov/bioguide/photo/M/M001160.jpg,U.S. Representative,Washington,Wisconsin,(202) 225-4572,https://gwenmoore.house.gov/,,RepGwenMoore,GwenSMoore
581,Tony Evers,Democratic Party,https://www.nga.org/wp-content/uploads/2019/02/Wisconsin-Tony-Evers-January-2019.jpg,Governor of Wisconsin,,Wisconsin,(608) 266-1212,https://evers.wi.gov/Pages/Home.aspx,eversinfo@wisconsin.gov,GovEvers,GovernorTonyEvers
582,John Barrasso,Republican Party,http://bioguide.congress.gov/bioguide/photo/B/B001261.jpg,U.S. Senator,Washington,Wyoming,(202) 224-6441,https://www.barrasso.senate.gov/,,SenJohnBarrasso,johnbarrasso
583,Cynthia M. Lummis,Republican Party,https://bioguide.congress.gov/bioguide/photo/L/L000571.jpg,U.S. Senator,Washington,Wyoming,(202) 224-3424,https://www.lummis.senate.gov/,,SenLummis,sencynthialummis
584,Liz Cheney,Republican Party,,U.S. Representative,Washington,Wyoming,(202) 225-2311,https://cheney.house.gov/,,RepLizCheney,replizcheney
585,Mark Gordon,Republican Party,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mark-Gordon.jpg,Governor of Wyoming,Cheyenne,Wyoming,(307) 777-7434,https://governor.wyo.gov/,darlena.potter@wyo.gov,GovernorGordon,governormarkgordon
